CODE_SESSION|DESCRIPTION|DESCRIPTION_ACT|DESCRIPTION_NAT|NOM_COUR|LIEU_1|LIEU_2|ARRONDISSEMENT|ADRESSE|DATE_DEB|DATE_FIN|JOUR_SEMAINE|HEURE_DEBUT|HEURE_FIN
E2012|Camp de jour|Camp de jour|Camp spécialisé|Jeunes Handicapés de Charlesbourg (Les)|École Joseph-Paquin|École Joseph-Paquin - Gymnase|Arrondissement de Charlesbourg|465, 64e Rue Est, Québec (QC) G1H 1Y1 |2012-06-27|2012-08-08|Jeudi|08:30:00|16:30:00
E2012|Camp de jour|Camp de jour|Camp spécialisé|Jeunes Handicapés de Charlesbourg (Les)|École Joseph-Paquin|École Joseph-Paquin - Gymnase|Arrondissement de Charlesbourg|465, 64e Rue Est, Québec (QC) G1H 1Y1 |2012-06-27|2012-08-08|Lundi|08:30:00|16:30:00
E2012|Camp de jour|Camp de jour|Camp spécialisé|Jeunes Handicapés de Charlesbourg (Les)|École Joseph-Paquin|École Joseph-Paquin - Gymnase|Arrondissement de Charlesbourg|465, 64e Rue Est, Québec (QC) G1H 1Y1 |2012-06-27|2012-08-08|Mardi|08:30:00|16:30:00
E2012|Camp de jour|Camp de jour|Camp spécialisé|Jeunes Handicapés de Charlesbourg (Les)|École Joseph-Paquin|École Joseph-Paquin - Gymnase|Arrondissement de Charlesbourg|465, 64e Rue Est, Québec (QC) G1H 1Y1 |2012-06-27|2012-08-08|Mercredi|08:30:00|16:30:00
E2012|Camp de jour|Camp de jour|Camp spécialisé|Jeunes Handicapés de Charlesbourg (Les)|École Joseph-Paquin|École Joseph-Paquin - Gymnase|Arrondissement de Charlesbourg|465, 64e Rue Est, Québec (QC) G1H 1Y1 |2012-06-27|2012-08-08|Vendredi|08:30:00|16:30:00
E2012|Hockey intérieur|Hockey intérieur|Sports et de plein air|Comité culturel et sportif de Saint-Malo|Centre récréatif Mgr-Bouffard|CR Mgr-Bouffard gymnase|Arrondissement de La Cité-Limoilou|680, Rue Raoul-Jobin, Québec (QC) G1N 4N1 |2012-06-04|2012-06-25|Lundi|19:00:00|21:00:00
E2012|Rendez-vous d'août|Événement spécial - Loisirs Duberger Les Saules|Événement spécial|Loisirs Duberger-Les Saules inc.|École primaire du Buisson|École primaire du Buisson \ gymnase simple|Arrondissement des Rivières|5385, Av Banville, Québec (QC) G1P 1H7 |2012-08-11|2012-08-11|Samedi|10:00:00|16:00:00
E2012|Service de garde (PVE)|Service de garde (PVE)|Service de garde|Loisirs et Sports Neufchâtel inc.|Parc Saint-André|Centre comm. C.-A.-Savard \ gymnase simple SS109-2-3-4|Arrondissement des Rivières|2155, Boul Bastien, Québec (QC) G2B 1B8 |2012-06-27|2012-08-10|Jeudi|07:00:00|09:00:00
E2012|Service de garde (PVE)|Service de garde (PVE)|Service de garde|Loisirs et Sports Neufchâtel inc.|Parc Saint-André|Centre comm. C.-A.-Savard \ gymnase simple SS109-2-3-4|Arrondissement des Rivières|2155, Boul Bastien, Québec (QC) G2B 1B8 |2012-06-27|2012-08-10|Jeudi|16:00:00|18:00:00
E2012|Service de garde (PVE)|Service de garde (PVE)|Service de garde|Loisirs et Sports Neufchâtel inc.|Parc Saint-André|Centre comm. C.-A.-Savard \ gymnase simple SS109-2-3-4|Arrondissement des Rivières|2155, Boul Bastien, Québec (QC) G2B 1B8 |2012-06-27|2012-08-10|Lundi|07:00:00|09:00:00
E2012|Service de garde (PVE)|Service de garde (PVE)|Service de garde|Loisirs et Sports Neufchâtel inc.|Parc Saint-André|Centre comm. C.-A.-Savard \ gymnase simple SS109-2-3-4|Arrondissement des Rivières|2155, Boul Bastien, Québec (QC) G2B 1B8 |2012-06-27|2012-08-10|Lundi|16:00:00|18:00:00
E2012|Service de garde (PVE)|Service de garde (PVE)|Service de garde|Loisirs et Sports Neufchâtel inc.|Parc Saint-André|Centre comm. C.-A.-Savard \ gymnase simple SS109-2-3-4|Arrondissement des Rivières|2155, Boul Bastien, Québec (QC) G2B 1B8 |2012-06-27|2012-08-10|Mardi|07:00:00|09:00:00
E2012|Service de garde (PVE)|Service de garde (PVE)|Service de garde|Loisirs et Sports Neufchâtel inc.|Parc Saint-André|Centre comm. C.-A.-Savard \ gymnase simple SS109-2-3-4|Arrondissement des Rivières|2155, Boul Bastien, Québec (QC) G2B 1B8 |2012-06-27|2012-08-10|Mercredi|07:00:00|09:00:00
E2012|Service de garde (PVE)|Service de garde (PVE)|Service de garde|Loisirs et Sports Neufchâtel inc.|Parc Saint-André|Centre comm. C.-A.-Savard \ gymnase simple SS109-2-3-4|Arrondissement des Rivières|2155, Boul Bastien, Québec (QC) G2B 1B8 |2012-06-27|2012-08-10|Mercredi|16:00:00|18:00:00
E2012|Service de garde (PVE)|Service de garde (PVE)|Service de garde|Loisirs et Sports Neufchâtel inc.|Parc Saint-André|Centre comm. C.-A.-Savard \ gymnase simple SS109-2-3-4|Arrondissement des Rivières|2155, Boul Bastien, Québec (QC) G2B 1B8 |2012-06-27|2012-08-10|Vendredi|07:00:00|09:00:00
E2012|Service de garde (PVE)|Service de garde (PVE)|Service de garde|Loisirs et Sports Neufchâtel inc.|Parc Saint-André|Centre comm. C.-A.-Savard \ gymnase simple SS109-2-3-4|Arrondissement des Rivières|2155, Boul Bastien, Québec (QC) G2B 1B8 |2012-06-27|2012-08-10|Vendredi|16:00:00|18:00:00
E2012|Service de garde (PVE)|Service de garde (PVE)|Service de garde|Loisirs et Sports Neufchâtel inc.|Centre récréatif Apprenti-Sage|Centre récréatif Apprenti-Sage \ gymnase simple|Arrondissement des Rivières|2200, Rue Coursol, Québec (QC) G2B 4Y4 |2012-06-27|2012-08-10|Jeudi|07:00:00|09:00:00
E2012|Service de garde (PVE)|Service de garde (PVE)|Service de garde|Loisirs et Sports Neufchâtel inc.|Centre récréatif Apprenti-Sage|Centre récréatif Apprenti-Sage \ gymnase simple|Arrondissement des Rivières|2200, Rue Coursol, Québec (QC) G2B 4Y4 |2012-06-27|2012-08-10|Jeudi|16:00:00|18:00:00
E2012|Service de garde (PVE)|Service de garde (PVE)|Service de garde|Loisirs et Sports Neufchâtel inc.|Centre récréatif Apprenti-Sage|Centre récréatif Apprenti-Sage \ gymnase simple|Arrondissement des Rivières|2200, Rue Coursol, Québec (QC) G2B 4Y4 |2012-06-27|2012-08-10|Lundi|07:00:00|09:00:00
E2012|Service de garde (PVE)|Service de garde (PVE)|Service de garde|Loisirs et Sports Neufchâtel inc.|Centre récréatif Apprenti-Sage|Centre récréatif Apprenti-Sage \ gymnase simple|Arrondissement des Rivières|2200, Rue Coursol, Québec (QC) G2B 4Y4 |2012-06-27|2012-08-10|Lundi|16:00:00|18:00:00
E2012|Service de garde (PVE)|Service de garde (PVE)|Service de garde|Loisirs et Sports Neufchâtel inc.|Centre récréatif Apprenti-Sage|Centre récréatif Apprenti-Sage \ gymnase simple|Arrondissement des Rivières|2200, Rue Coursol, Québec (QC) G2B 4Y4 |2012-06-27|2012-08-10|Mardi|07:00:00|09:00:00
E2012|Service de garde (PVE)|Service de garde (PVE)|Service de garde|Loisirs et Sports Neufchâtel inc.|Centre récréatif Apprenti-Sage|Centre récréatif Apprenti-Sage \ gymnase simple|Arrondissement des Rivières|2200, Rue Coursol, Québec (QC) G2B 4Y4 |2012-06-27|2012-08-10|Mardi|16:00:00|18:00:00
E2012|Service de garde (PVE)|Service de garde (PVE)|Service de garde|Loisirs et Sports Neufchâtel inc.|Centre récréatif Apprenti-Sage|Centre récréatif Apprenti-Sage \ gymnase simple|Arrondissement des Rivières|2200, Rue Coursol, Québec (QC) G2B 4Y4 |2012-06-27|2012-08-10|Mercredi|07:00:00|09:00:00
E2012|Service de garde (PVE)|Service de garde (PVE)|Service de garde|Loisirs et Sports Neufchâtel inc.|Centre récréatif Apprenti-Sage|Centre récréatif Apprenti-Sage \ gymnase simple|Arrondissement des Rivières|2200, Rue Coursol, Québec (QC) G2B 4Y4 |2012-06-27|2012-08-10|Mercredi|16:00:00|18:00:00
E2012|Service de garde (PVE)|Service de garde (PVE)|Service de garde|Loisirs et Sports Neufchâtel inc.|Centre récréatif Apprenti-Sage|Centre récréatif Apprenti-Sage \ gymnase simple|Arrondissement des Rivières|2200, Rue Coursol, Québec (QC) G2B 4Y4 |2012-06-27|2012-08-10|Vendredi|07:00:00|09:00:00
E2012|Service de garde (PVE)|Service de garde (PVE)|Service de garde|Loisirs et Sports Neufchâtel inc.|Centre récréatif Apprenti-Sage|Centre récréatif Apprenti-Sage \ gymnase simple|Arrondissement des Rivières|2200, Rue Coursol, Québec (QC) G2B 4Y4 |2012-06-27|2012-08-10|Vendredi|16:00:00|18:00:00
E2012|Karaté Shotokan JKA-JSK|Karaté Shotokan JKA-JSK|Sports de combat|Loisirs Guillaume-Mathieu inc.|École Guillaume-Mathieu|École Guillaume-Mathieu gymnase|Arrondissement de Charlesbourg|615, Av Hélène-Paradis, Québec (QC) G1G 5G1 |2012-07-10|2012-09-25|Jeudi|18:30:00|20:00:00
E2012|Karaté Shotokan JKA-JSK|Karaté Shotokan JKA-JSK|Sports de combat|Loisirs Guillaume-Mathieu inc.|École Guillaume-Mathieu|École Guillaume-Mathieu gymnase|Arrondissement de Charlesbourg|615, Av Hélène-Paradis, Québec (QC) G1G 5G1 |2012-07-10|2012-09-25|Mardi|18:30:00|20:00:00
H2012|Yoga|Yoga|Mieux-être|Association YWCA de Québec|Y.W.C.A|Y.W.C.A gymnase|Arrondissement de La Cité-Limoilou|855, Av Holland, Québec (QC) G1S 3S5 |2012-01-09|2012-04-21|Lundi|13:30:00|14:30:00
H2012|Yoga|Yoga|Mieux-être|Association YWCA de Québec|Y.W.C.A|Y.W.C.A gymnase|Arrondissement de La Cité-Limoilou|855, Av Holland, Québec (QC) G1S 3S5 |2012-01-09|2012-04-21|Samedi|09:30:00|10:30:00
H2012|Yoga|Yoga|Mieux-être|Association YWCA de Québec|Y.W.C.A|Y.W.C.A gymnase|Arrondissement de La Cité-Limoilou|855, Av Holland, Québec (QC) G1S 3S5 |2012-01-09|2012-04-21|Samedi|10:30:00|11:30:00
H2012|Yoga|Yoga|Mieux-être|Association YWCA de Québec|Y.W.C.A|Y.W.C.A gymnase|Arrondissement de La Cité-Limoilou|855, Av Holland, Québec (QC) G1S 3S5 |2012-01-09|2012-04-21|Mercredi|17:15:00|18:10:00
H2012|Yoga|Yoga|Mieux-être|Association YWCA de Québec|Y.W.C.A|Y.W.C.A gymnase|Arrondissement de La Cité-Limoilou|855, Av Holland, Québec (QC) G1S 3S5 |2012-01-09|2012-04-21|Vendredi|13:30:00|14:30:00
H2012|Zumba|Zumba|1R-Activités-Physiques|Club de workout Beauport|École de la Farandole|École de la Farandole gymnase|Arrondissement de Beauport|139, Rue Bertrand, Québec (QC) G1B 1H8 |2012-01-12|2012-04-12|Jeudi|18:00:00|19:00:00
H2012|Pilates|Pilates|Activités physiques|Association YWCA de Québec|Y.W.C.A|Y.W.C.A gymnase|Arrondissement de La Cité-Limoilou|855, Av Holland, Québec (QC) G1S 3S5 |2012-01-12|2012-04-19|Jeudi|11:00:00|12:00:00
H2012|Taï chi|Taï chi|Mieux-être|Association YWCA de Québec|Y.W.C.A|Y.W.C.A gymnase|Arrondissement de La Cité-Limoilou|855, Av Holland, Québec (QC) G1S 3S5 |2012-01-10|2012-04-21|Mardi|18:15:00|19:10:00
H2012|Taï chi|Taï chi|Mieux-être|Association YWCA de Québec|Y.W.C.A|Y.W.C.A gymnase|Arrondissement de La Cité-Limoilou|855, Av Holland, Québec (QC) G1S 3S5 |2012-01-10|2012-04-21|Samedi|11:00:00|12:00:00
H2012|Niveau 1|Danse sociale|Arts de la scène|Club de danse sociale de Beauport|École la Pléiade|École la Pléiade gymnase|Arrondissement de Beauport|2324, Av Renouard, Québec (QC) G1E 4C3 |2012-01-18|2012-04-04|Mercredi|20:30:00|22:00:00
H2012|Niveau 2|Danse sociale|Arts de la scène|Club de danse sociale de Beauport|École la Pléiade|École la Pléiade gymnase|Arrondissement de Beauport|2324, Av Renouard, Québec (QC) G1E 4C3 |2012-01-15|2012-04-01|Dimanche|20:00:00|21:30:00
H2012|Niveau 4|Danse sociale|Arts de la scène|Club de danse sociale de Beauport|École Marie-Renouard|École Marie-Renouard gymnase|Arrondissement de Beauport|2970, Av Gaspard, Québec (QC) G1C 3V7 |2012-01-18|2012-04-04|Mercredi|19:00:00|20:30:00
H2012|Niveau 6|Danse sociale|Arts de la scène|Club de danse sociale de Beauport|École Marie-Renouard|École Marie-Renouard gymnase|Arrondissement de Beauport|2970, Av Gaspard, Québec (QC) G1C 3V7 |2012-01-17|2012-04-03|Mardi|19:00:00|20:30:00
H2012|Niveau 7|Danse sociale|Arts de la scène|Club de danse sociale de Beauport|École Marie-Renouard|École Marie-Renouard gymnase|Arrondissement de Beauport|2970, Av Gaspard, Québec (QC) G1C 3V7 |2012-01-15|2012-04-01|Dimanche|20:00:00|21:30:00
H2012|Niveau 9|Danse sociale|Arts de la scène|Club de danse sociale de Beauport|École la Pléiade|École la Pléiade gymnase|Arrondissement de Beauport|2324, Av Renouard, Québec (QC) G1E 4C3 |2012-01-18|2012-04-04|Mercredi|19:00:00|20:30:00
H2012|Aqua Zumba|Aqua Zumba|1R-Activités-Physiques|Association YWCA de Québec|Y.W.C.A|Y.W.C.A gymnase|Arrondissement de La Cité-Limoilou|855, Av Holland, Québec (QC) G1S 3S5 |2012-01-09|2012-04-18|Lundi|18:00:00|19:00:00
H2012|Aqua Zumba|Aqua Zumba|1R-Activités-Physiques|Association YWCA de Québec|Y.W.C.A|Y.W.C.A gymnase|Arrondissement de La Cité-Limoilou|855, Av Holland, Québec (QC) G1S 3S5 |2012-01-09|2012-04-18|Mercredi|09:30:00|10:30:00
H2012|Volleyball|Volleyball|Sports et de plein air|Comité culturel et sportif de Saint-Malo|Centre récréatif Mgr-Bouffard|CR Mgr-Bouffard gymnase|Arrondissement de La Cité-Limoilou|680, Rue Raoul-Jobin, Québec (QC) G1N 4N1 |2012-01-26|2012-04-12|Jeudi|12:15:00|13:15:00
H2012|Zumba Gold|Zumba Gold|1R-Activités-Physiques|Association YWCA de Québec|Y.W.C.A|Y.W.C.A gymnase|Arrondissement de La Cité-Limoilou|855, Av Holland, Québec (QC) G1S 3S5 |2012-01-13|2012-04-25|Mercredi|10:30:00|11:30:00
H2012|Zumba Gold|Zumba Gold|1R-Activités-Physiques|Association YWCA de Québec|Y.W.C.A|Y.W.C.A gymnase|Arrondissement de La Cité-Limoilou|855, Av Holland, Québec (QC) G1S 3S5 |2012-01-13|2012-04-25|Vendredi|10:30:00|11:30:00
H2012|Zumbatomic|Zumbatomic|Activités physiques|Association YWCA de Québec|Y.W.C.A|Y.W.C.A gymnase|Arrondissement de La Cité-Limoilou|855, Av Holland, Québec (QC) G1S 3S5 |2012-01-07|2012-03-10|Samedi|10:30:00|11:30:00
H2012|Abdo-fesses|Abdo-fesses 1B|Activités physiques|Association YWCA de Québec|Y.W.C.A|Y.W.C.A gymnase|Arrondissement de La Cité-Limoilou|855, Av Holland, Québec (QC) G1S 3S5 |2012-01-10|2012-04-17|Mardi|18:15:00|19:15:00
H2012|Step (soir)|Step (soir)|Activités physiques|Loisirs Du Jardin inc. (Les)|École Cap-Soleil|École Cap-Soleil gymnase|Arrondissement de Charlesbourg|5256, Av Des Sauges, Québec (QC) G1G 3V7 |2012-01-30|2012-04-23|Lundi|20:00:00|21:00:00
H2012|Niveau ARG-1|Danse sociale|Arts de la scène|Club de danse sociale de Beauport|École la Pléiade|École la Pléiade gymnase|Arrondissement de Beauport|2324, Av Renouard, Québec (QC) G1E 4C3 |2012-01-15|2012-04-01|Dimanche|18:30:00|20:00:00
H2012|Niveau ARG-1|Danse sociale|Arts de la scène|Club de danse sociale de Beauport|École la Pléiade|École la Pléiade gymnase|Arrondissement de Beauport|2324, Av Renouard, Québec (QC) G1E 4C3 |2012-01-16|2012-04-02|Lundi|19:00:00|20:30:00
H2012|Niveau ARG-3|Danse sociale|Arts de la scène|Club de danse sociale de Beauport|École Marie-Renouard|École Marie-Renouard gymnase|Arrondissement de Beauport|2970, Av Gaspard, Québec (QC) G1C 3V7 |2012-01-16|2012-04-02|Lundi|19:00:00|20:30:00
H2012|Niveau ARG-7|Danse sociale|Arts de la scène|Club de danse sociale de Beauport|École Marie-Renouard|École Marie-Renouard gymnase|Arrondissement de Beauport|2970, Av Gaspard, Québec (QC) G1C 3V7 |2012-01-15|2012-04-01|Dimanche|18:30:00|20:00:00
H2012|Paso Doble 2|Danse sociale|Arts de la scène|Club de danse sociale de Beauport|École Marie-Renouard|École Marie-Renouard gymnase|Arrondissement de Beauport|2970, Av Gaspard, Québec (QC) G1C 3V7 |2012-03-12|2012-04-02|Lundi|20:30:00|21:30:00
H2012|Quick step 2|Danse sociale|Arts de la scène|Club de danse sociale de Beauport|École Marie-Renouard|École Marie-Renouard gymnase|Arrondissement de Beauport|2970, Av Gaspard, Québec (QC) G1C 3V7 |2012-01-16|2012-02-06|Lundi|20:30:00|21:30:00
H2012|Shuffleboard|Club de l'âge d'or|Loisirs récréatifs|Club -  FADOQ de Beauport inc.|École de Saint-Michel|École de St-Michel Gymnase|Arrondissement de Beauport|453, Rue Seigneuriale, Québec (QC) G1C 3R2 |2012-01-09|2012-05-07|Lundi|19:00:00|21:30:00
H2012|Yoga Pilates|Yoga Pilates|Mieux-être|Association YWCA de Québec|Y.W.C.A|Y.W.C.A gymnase|Arrondissement de La Cité-Limoilou|855, Av Holland, Québec (QC) G1S 3S5 |2012-01-12|2012-04-19|Jeudi|12:10:00|13:00:00
H2012|Yoga énergie|Yoga énergie|Mieux-être|Club de workout Beauport|Parc La Ribambelle|École la Ribambelle gymnase|Arrondissement de Beauport|333, Rue Perroteau, Québec (QC) G1C 5Z4 |2012-01-10|2012-04-10|Mardi|19:30:00|20:30:00
H2012|Yoga énergie|Yoga énergie|Mieux-être|Club de workout Beauport|École de la Farandole|École de la Farandole gymnase|Arrondissement de Beauport|139, Rue Bertrand, Québec (QC) G1B 1H8 |2012-01-09|2012-04-09|Lundi|18:30:00|19:30:00
H2012|Tonus pilates|Tonus pilates|Activités physiques|Club de workout Beauport|École de la Farandole|École de la Farandole gymnase|Arrondissement de Beauport|139, Rue Bertrand, Québec (QC) G1B 1H8 |2012-01-12|2012-04-12|Jeudi|19:00:00|20:00:00
H2012|Workout latino|Workout latino|Activités physiques|Association YWCA de Québec|Y.W.C.A|Y.W.C.A gymnase|Arrondissement de La Cité-Limoilou|855, Av Holland, Québec (QC) G1S 3S5 |2012-01-12|2012-06-21|Jeudi|17:15:00|18:10:00
H2012|Adolescents(es)|Adolescents(es)|Loisirs jeunesse|Maison des jeunes de Beauport (La)|Parc La Ribambelle|École la Ribambelle gymnase|Arrondissement de Beauport|333, Rue Perroteau, Québec (QC) G1C 5Z4 |2012-01-05|2012-04-28|Jeudi|18:00:00|22:00:00
H2012|Adolescents(es)|Adolescents(es)|Loisirs jeunesse|Maison des jeunes de Beauport (La)|Parc La Ribambelle|École la Ribambelle gymnase|Arrondissement de Beauport|333, Rue Perroteau, Québec (QC) G1C 5Z4 |2012-01-05|2012-04-28|Samedi|13:00:00|17:00:00
H2012|Badminton libre|Badminton libre|Sports et de plein air|Loisirs Du Jardin inc. (Les)|École L'Oasis|École L'Oasis - Gymnase|Arrondissement de Charlesbourg|1501, Rue Du Périgord, Québec (QC) G1G 5T8 |2012-01-17|2012-04-12|Jeudi|19:00:00|22:00:00
H2012|Badminton libre|Badminton libre|Sports et de plein air|Loisirs Du Jardin inc. (Les)|École L'Oasis|École L'Oasis - Gymnase|Arrondissement de Charlesbourg|1501, Rue Du Périgord, Québec (QC) G1G 5T8 |2012-01-17|2012-04-12|Mardi|19:00:00|22:00:00
H2012|Cadets-cadettes|Cadets-cadettes|Loisirs jeunesse|Corps de cadets de terre 2630 Saint-Malo|Manège militaire de Saint-Malo|Manège militaire de Saint-Malo gymnase|Arrondissement de La Cité-Limoilou|1020, Rue Vincent-Massey, Québec (QC) G1N 1M8 |2012-01-06|2012-05-25|Vendredi|19:00:00|21:00:00
H2012|Cardio-taë-boxe|Cardio taë boxe|Activités physiques|Club de workout Beauport|Parc La Ribambelle|École la Ribambelle gymnase|Arrondissement de Beauport|333, Rue Perroteau, Québec (QC) G1C 5Z4 |2012-01-10|2012-04-10|Mardi|18:30:00|19:30:00
H2012|Cours de combat|Taekwondo|Sports de combat|Club de taekwondo de Beauport inc.|École de la Primerose|École de la Primerose Gymnase|Arrondissement de Beauport|155, Rue Bessette, Québec (QC) G1C 7A7 |2012-01-13|2012-03-23|Vendredi|18:30:00|19:30:00
H2012|Ligue en équipe|Badminton|Sports et de plein air|Club de badminton de Beauport inc.|École du Sous-Bois|École du Sous-Bois gymnase|Arrondissement de Beauport|143, Rue Des Feux-Follets, Québec (QC) G1B 1K8 |2012-01-18|2012-04-25|Mercredi|20:00:00|22:30:00
H2012|Ligue en équipe|Badminton|Sports et de plein air|Club de badminton de Beauport inc.|École du Sous-Bois|École du Sous-Bois gymnase|Arrondissement de Beauport|143, Rue Des Feux-Follets, Québec (QC) G1B 1K8 |2012-01-19|2012-04-26|Jeudi|20:15:00|22:30:00
H2012|Niveau or mixte|Danse sociale|Arts de la scène|Club de danse sociale de Beauport|École la Pléiade|École la Pléiade gymnase|Arrondissement de Beauport|2324, Av Renouard, Québec (QC) G1E 4C3 |2012-01-17|2012-04-03|Mardi|19:00:00|20:30:00
H2012|Rock and roll 2|Danse sociale|Arts de la scène|Club de danse sociale de Beauport|École Marie-Renouard|École Marie-Renouard gymnase|Arrondissement de Beauport|2970, Av Gaspard, Québec (QC) G1C 3V7 |2012-02-13|2012-03-05|Lundi|20:30:00|21:30:00
H2012|Samedis Énergie|Samedis Énergie|Loisirs jeunesse|Centre Mgr Marcoux inc.|Centre communautaire Mgr-Marcoux|C. c. Mgr-Marcoux gymnase simple|Arrondissement de La Cité-Limoilou|1885, Ch De La Canardière, Québec (QC) G1J 2E5 |2012-01-14|2012-05-19|Samedi|12:45:00|15:45:00
H2012|Badminton avancé|Badminton avancé|Sports et de plein air|Loisirs Guillaume-Mathieu inc.|École Guillaume-Mathieu|École Guillaume-Mathieu gymnase|Arrondissement de Charlesbourg|615, Av Hélène-Paradis, Québec (QC) G1G 5G1 |2012-01-18|2012-04-04|Mercredi|20:20:00|23:00:00
H2012|Hockey intérieur|Hockey intérieur|Sports et de plein air|Maison Dauphine|Centre récréatif Saint-Roch|CR St-Roch gymnase 113|Arrondissement de La Cité-Limoilou|230, Rue Du Pont, Québec (QC) G1K 6L5 |2012-01-02|2012-06-25|Mardi|17:00:00|18:30:00
H2012|Hockey intérieur|Hockey intérieur|Sports et de plein air|Centre Durocher inc|École Marguerite-Bourgeoys|École Marguerite-Bourgeois gymnase|Arrondissement de La Cité-Limoilou|325, Av Des Oblats, Québec (QC) G1K 1R9 |2012-01-19|2012-04-12|Jeudi|19:00:00|21:00:00
H2012|Hockey intérieur|Hockey intérieur|Sports et de plein air|Centre des loisirs Saint-Sacrement inc.|École Saint-Sacrement|École Saint-Sacrement gymnase|Arrondissement de La Cité-Limoilou|1430, Ch Sainte-Foy, Québec (QC) G1S 2N8 |2012-01-17|2012-04-17|Mardi|19:00:00|21:00:00
H2012|Relâche scolaire|Relâche scolaire|Relâche|Loisirs Duberger-Les Saules inc.|Centre communautaire Les Saules|Centre communautaire Les Saules \ gymnase simple|Arrondissement des Rivières|4120, Rue De Musset, Québec (QC) G1P 1P1 |2012-03-05|2012-03-09|Jeudi|07:00:00|09:30:00
H2012|Relâche scolaire|Relâche scolaire|Relâche|Loisirs Duberger-Les Saules inc.|Centre communautaire Les Saules|Centre communautaire Les Saules \ gymnase simple|Arrondissement des Rivières|4120, Rue De Musset, Québec (QC) G1P 1P1 |2012-03-05|2012-03-09|Jeudi|15:30:00|18:00:00
H2012|Relâche scolaire|Relâche scolaire|Relâche|Loisirs Duberger-Les Saules inc.|Centre communautaire Les Saules|Centre communautaire Les Saules \ gymnase simple|Arrondissement des Rivières|4120, Rue De Musset, Québec (QC) G1P 1P1 |2012-03-05|2012-03-09|Lundi|07:00:00|18:00:00
H2012|Relâche scolaire|Relâche scolaire|Relâche|Loisirs Duberger-Les Saules inc.|Centre communautaire Les Saules|Centre communautaire Les Saules \ gymnase simple|Arrondissement des Rivières|4120, Rue De Musset, Québec (QC) G1P 1P1 |2012-03-05|2012-03-09|Mardi|07:00:00|09:30:00
H2012|Visites de musées et d'attraits touristiques|Visites de musées et d'attraits touristiques|Événement spécial|Centre Social de la Croix Blanche|Centre social Croix blanche|Centre Social Croix Blanche|Arrondissement de La Cité-Limoilou|960, Av Dessane, Québec (QC) G1S 3J9 |2012-01-08|2012-05-20|Dimanche|14:00:00|16:00:00
P2012|Basketball|Basketball|Sports et de plein air|Loisirs Du Jardin inc. (Les)|Parc Lyonnais|Parc Saint-Pierre|Arrondissement de Charlesbourg|1158, Rue Du Lyonnais, Québec (QC) G1G 2G2 |2012-05-01|2012-09-02|Jeudi|16:00:00|23:00:00
P2012|Basketball|Basketball|Sports et de plein air|Loisirs Du Jardin inc. (Les)|Parc Lyonnais|Parc Saint-Pierre|Arrondissement de Charlesbourg|1158, Rue Du Lyonnais, Québec (QC) G1G 2G2 |2012-05-01|2012-09-02|Lundi|16:00:00|23:00:00
P2012|Basketball|Basketball|Sports et de plein air|Loisirs Du Jardin inc. (Les)|Parc Lyonnais|Parc Saint-Pierre|Arrondissement de Charlesbourg|1158, Rue Du Lyonnais, Québec (QC) G1G 2G2 |2012-05-01|2012-09-02|Mardi|16:00:00|23:00:00
P2012|Basketball|Basketball|Sports et de plein air|Loisirs Du Jardin inc. (Les)|Parc Lyonnais|Parc Saint-Pierre|Arrondissement de Charlesbourg|1158, Rue Du Lyonnais, Québec (QC) G1G 2G2 |2012-05-01|2012-09-02|Samedi|10:00:00|23:00:00
P2012|Basketball|Basketball|Sports et de plein air|Loisirs Du Jardin inc. (Les)|Parc Lyonnais|Parc Saint-Pierre|Arrondissement de Charlesbourg|1158, Rue Du Lyonnais, Québec (QC) G1G 2G2 |2012-05-01|2012-09-02|Dimanche|10:00:00|23:00:00
P2012|Basketball|Basketball|Sports et de plein air|Loisirs Du Jardin inc. (Les)|Parc Lyonnais|Parc Saint-Pierre|Arrondissement de Charlesbourg|1158, Rue Du Lyonnais, Québec (QC) G1G 2G2 |2012-05-01|2012-09-02|Mercredi|16:00:00|23:00:00
P2012|Basketball|Basketball|Sports et de plein air|Loisirs Du Jardin inc. (Les)|Parc Lyonnais|Parc Saint-Pierre|Arrondissement de Charlesbourg|1158, Rue Du Lyonnais, Québec (QC) G1G 2G2 |2012-05-01|2012-09-02|Vendredi|16:00:00|23:00:00
H2012|Hockey intérieur - Groupe communautaire|Hockey intérieur - Groupe communautaire|Sports et de plein air|Loisirs et Sports Neufchâtel inc.|Centre récréatif Apprenti-Sage|Centre récréatif Apprenti-Sage \ gymnase simple|Arrondissement des Rivières|2200, Rue Coursol, Québec (QC) G2B 4Y4 |2012-01-08|2012-03-11|Dimanche|18:00:00|19:30:00
H2012|Hockey intérieur - Groupe communautaire|Hockey intérieur - Groupe communautaire|Sports et de plein air|Loisirs et Sports Neufchâtel inc.|Centre récréatif Apprenti-Sage|Centre récréatif Apprenti-Sage \ gymnase simple|Arrondissement des Rivières|2200, Rue Coursol, Québec (QC) G2B 4Y4 |2012-01-15|2012-04-08|Dimanche|20:30:00|22:30:00
